,property_type,district,land_m2,property_m2,year,unit_level,freehold,price_m2,mall_count,school_count,park_count,river_count,lake_count,rail_station_count,incoming_ridership_within_1km,outgoing_ridership_within_1km,total_ridership_within_1km,walk_dist_to_mall,walk_dist_to_school,walk_dist_to_park,walk_dist_to_river,walk_dist_to_lake,walk_dist_to_rail_station,dist_to_mall,dist_to_school,dist_to_park,dist_to_river,dist_to_lake,dist_to_rail_station,transit,market_cluster_id
42806,2 - 2 1/2 storey terraced,gombak,280.0,107.0,2023,0,0,4018.69,4,4,0,5,0,0,0,0,0,0.191,1.723,1.754,1.101,3.435,20.182,0.271,2.208,2.746,0.875,3.692,39.535,0,GO_001
10527,condominium/apartment,petaling,85.0,85.0,2024,3,1,4000.0,2,4,8,0,0,0,0,0,0,1.018,1.363,0.581,1.657,5.262,2.513,0.936,1.075,0.173,1.634,12.959,3.032,1,PE_061
56066,condominium/apartment,petaling,80.0,80.0,2024,1,0,4125.0,0,0,0,3,0,0,0,0,0,2.317,2.751,3.098,1.676,2.303,10.195,3.45,3.331,6.456,0.622,2.588,11.669,0,PE_014
30236,condominium/apartment,kuala lumpur,9.9,9.9,2023,17,1,38383.84,7,5,2,2,1,0,0,0,0,0.517,1.47,0.638,3.429,1.792,2.389,0.507,1.486,0.948,3.677,4.005,3.766,1,KU_031
18709,condominium/apartment,kuala lumpur,8.6,8.6,2025,7,1,40697.67,13,11,8,0,1,0,0,0,0,0.271,0.673,0.845,1.971,0.978,2.638,0.274,0.776,1.127,2.773,1.567,3.094,1,KU_041
34634,condominium/apartment,kuala lumpur,13.47,13.47,2025,22,1,41945.06,5,10,4,3,0,2,270613,267317,537930,0.442,0.245,0.491,1.485,3.081,0.671,0.345,0.345,1.609,2.293,2.507,0.926,1,KU_034
2975,2 - 2 1/2 storey terraced,hulu langat,136.56,118.0,2023,0,0,6694.92,4,3,1,1,0,0,0,0,0,0.138,1.028,1.265,1.211,8.041,2.54,0.194,0.791,1.277,1.137,8.398,3.937,1,HU_012
41263,1 - 1 1/2 storey terraced,sepang,180.0,90.0,2023,0,0,3555.56,0,0,0,1,0,0,0,0,0,4.079,5.882,6.196,2.055,6.742,22.479,4.033,5.724,6.514,1.897,8.727,24.303,0,SE_106
55215,2 - 2 1/2 storey terraced,hulu selangor,271.0,130.0,2025,0,1,3292.31,0,1,0,0,2,0,0,0,0,3.502,0.972,5.698,2.527,1.227,21.0,3.803,1.547,7.876,2.662,1.227,28.143,0,HU_039
20164,1 - 1 1/2 storey terraced,gombak,173.72,85.0,2024,0,0,6470.59,8,2,7,9,0,0,0,0,0,0.416,0.506,0.77,1.159,2.994,3.741,0.724,1.564,0.845,1.406,2.897,4.517,1,GO_004
1370,2 - 2 1/2 storey terraced,petaling,151.0,143.07,2023,0,1,7604.67,8,3,9,1,0,2,123534,117160,240694,0.6,0.662,0.263,1.885,3.678,0.857,1.223,0.263,0.263,3.003,3.753,0.98,1,PE_067
35209,condominium/apartment,kuala lumpur,14.5,14.5,2024,22,1,37931.03,5,10,4,3,0,2,288181,281958,570139,0.442,0.245,0.491,1.485,3.081,0.671,0.345,0.345,1.609,2.293,2.507,0.926,1,KU_034
66891,low-cost flat,sepang,139.0,139.0,2024,4,0,683.45,4,6,0,2,2,0,0,0,0,0.147,0.639,4.157,3.086,1.453,12.152,0.292,0.702,4.51,3.273,1.598,13.272,0,SE_100
37759,condominium/apartment,kuala lumpur,25.3,25.3,2024,7,1,105138.34,3,8,3,7,0,0,0,0,0,0.434,0.053,0.976,2.194,5.22,4.046,0.784,0.0,0.784,2.336,4.522,4.343,1,KU_032
41625,2 - 2 1/2 storey semi-detached,hulu langat,283.0,283.0,2023,0,1,4445.23,0,1,1,2,0,0,0,0,0,2.665,1.604,1.254,3.404,5.788,12.949,2.711,1.895,0.818,3.297,6.185,12.953,0,HU_035
1097,1 - 1 1/2 storey terraced,kuala lumpur,143.0,108.0,2023,0,1,5555.56,8,4,1,2,1,0,0,0,0,0.424,0.624,1.312,2.956,1.397,1.863,0.497,0.535,1.275,2.897,3.238,4.041,1,KU_031
48751,2 - 2 1/2 storey terraced,sepang,314.0,178.0,2023,0,0,5898.88,0,0,5,1,6,0,0,0,0,2.312,3.15,0.168,4.222,0.858,8.742,2.316,3.03,0.109,4.275,3.024,14.442,0,SE_107
32674,condominium/apartment,klang,115.0,115.0,2023,0,1,3304.35,7,6,6,0,0,0,0,0,0,0.255,0.976,0.861,2.619,4.264,1.513,0.391,1.022,1.043,2.531,4.301,2.471,1,KL_022
38232,low-cost house,kuala lumpur,191.0,101.0,2025,0,1,6435.64,4,2,1,0,4,2,180980,194847,375827,0.552,1.087,0.904,3.434,0.615,0.638,0.813,2.872,2.87,2.445,2.564,3.024,1,KU_042
43223,2 - 2 1/2 storey terraced,hulu langat,178.0,153.0,2023,0,0,4130.72,1,1,0,2,1,0,0,0,0,0.996,1.748,3.147,2.987,4.035,8.21,0.973,1.78,3.86,4.545,4.042,8.979,0,HU_028
67525,2 - 2 1/2 storey semi-detached,petaling,304.0,297.68,2024,0,1,5613.41,0,0,0,0,0,0,0,0,0,2.717,2.586,2.275,3.627,2.982,10.077,4.238,3.032,2.308,3.704,4.178,14.22,0,PE_014
37593,condominium/apartment,hulu langat,232.25,232.25,2023,0,1,1937.57,1,3,0,22,0,0,0,0,0,1.651,0.705,2.181,0.538,5.378,2.651,2.057,0.731,2.501,0.867,6.588,2.885,1,HU_010
12331,low-cost flat,hulu langat,63.0,63.0,2023,2,1,2857.14,5,3,2,0,0,0,0,0,0,1.007,1.668,0.727,3.784,3.998,4.09,0.482,1.54,0.777,3.777,3.733,4.522,1,HU_016
44640,2 - 2 1/2 storey terraced,klang,128.0,128.0,2023,0,1,6093.75,0,1,2,4,0,0,0,0,0,3.363,2.499,1.468,1.618,2.999,8.447,3.337,3.04,1.508,1.761,3.002,8.616,0,KL_063
20871,1 - 1 1/2 storey terraced,klang,131.0,85.0,2024,0,0,5341.18,1,5,0,3,0,0,0,0,0,0.783,1.039,2.254,3.145,7.271,2.358,1.159,0.97,2.339,0.106,8.163,3.37,1,KL_020
54265,detached,hulu langat,598.8,233.0,2023,0,1,6437.77,2,5,7,0,0,0,0,0,0,1.001,1.401,1.081,2.544,5.665,8.56,1.094,1.366,1.308,2.853,5.785,8.618,0,HU_023
48396,low-cost house,kuala selangor,77.0,64.0,2023,0,1,2812.5,3,2,2,0,0,0,0,0,0,0.898,0.619,0.669,10.903,4.308,21.0,0.849,0.71,0.654,12.362,3.946,21.0,0,KU_081
9030,low-cost flat,petaling,61.0,61.0,2023,14,0,2622.95,7,10,5,3,0,0,0,0,0,0.121,0.25,0.788,2.069,3.403,4.071,0.357,0.189,1.031,3.448,4.155,3.283,1,PE_074
10021,flat,kuala lumpur,5.8,5.8,2023,5,0,31034.48,6,15,9,9,0,2,412391,390061,802452,0.67,0.765,0.053,1.037,2.401,0.928,0.466,0.347,0.77,0.816,2.148,1.233,1,KU_034
56562,condominium/apartment,kuala lumpur,8.7,8.7,2024,4,1,68965.52,7,6,6,8,0,0,0,0,0,0.926,0.29,1.025,0.076,3.873,5.733,0.013,0.679,0.936,0.0,5.761,5.755,0,KU_115
36712,low-cost house,hulu langat,77.0,76.64,2024,0,1,4827.77,7,4,2,1,0,0,0,0,0,0.256,1.295,0.364,1.598,3.155,1.482,0.157,0.924,0.342,1.584,3.437,1.706,1,HU_010
63336,2 - 2 1/2 storey terraced,sepang,247.0,139.0,2024,0,0,10431.65,1,2,0,0,1,0,0,0,0,1.397,1.012,3.975,6.386,2.297,8.34,1.391,1.064,4.14,6.274,1.99,10.074,0,SE_097
61690,2 - 2 1/2 storey terraced,klang,253.64,143.0,2024,0,1,8041.96,0,7,16,4,1,0,0,0,0,2.085,0.917,1.077,1.619,1.013,9.999,2.822,2.118,1.82,3.358,1.94,10.214,0,KL_063
58896,1 - 1 1/2 storey terraced,kuala langat,133.0,133.0,2024,0,0,2706.77,0,0,0,4,0,0,0,0,0,4.77,2.172,11.106,4.404,7.651,13.465,4.838,2.306,11.758,1.631,7.237,24.44,0,KU_008
11562,low-cost flat,kuala lumpur,6.1,6.1,2023,10,0,34426.23,7,8,4,3,0,2,0,65537,65537,0.937,1.062,0.97,1.532,2.167,0.807,0.85,1.497,1.345,1.504,2.007,0.751,1,KU_046
37784,condominium/apartment,hulu langat,259.0,259.0,2023,2,1,7335.91,1,3,0,21,0,0,0,0,0,1.862,0.406,2.392,0.837,5.214,2.862,2.033,0.474,2.476,0.842,6.174,2.861,1,HU_010
222,1 - 1 1/2 storey terraced,hulu langat,120.75,74.0,2023,0,1,4729.73,6,7,11,0,0,0,0,0,0,0.643,1.214,1.067,3.081,7.985,1.873,0.615,0.923,1.026,3.147,8.668,2.098,1,HU_011
963,1 - 1 1/2 storey terraced,kuala lumpur,148.73,104.0,2023,0,1,6490.38,4,9,3,1,1,1,0,12970,12970,0.424,0.218,1.406,1.79,2.62,1.572,0.35,0.126,1.427,1.747,3.057,2.26,1,KU_030
3425,2 - 2 1/2 storey terraced,hulu langat,153.28,137.0,2023,0,0,4160.58,7,4,2,0,0,0,0,0,0,0.577,1.021,0.24,3.136,3.35,3.442,0.554,0.892,0.186,3.129,3.085,3.875,1,HU_016
12570,condominium/apartment,kuala lumpur,6.5,6.5,2024,57,1,280000.0,4,7,5,3,0,6,1123239,1362690,2485929,0.451,0.807,0.557,1.299,2.14,0.412,0.609,1.228,0.982,0.975,2.469,0.859,1,KU_044
32965,condominium/apartment,kuala lumpur,11.8,11.8,2023,16,1,67796.61,5,5,6,2,0,0,0,0,0,1.459,1.26,0.816,2.316,3.149,1.953,0.234,1.832,1.382,2.473,2.626,2.32,1,KU_047
31402,condominium/apartment,hulu langat,10.5,10.5,2024,23,1,36190.48,4,4,2,1,0,0,0,0,0,0.546,0.221,0.886,0.561,7.661,2.161,0.695,0.302,0.925,0.646,8.045,3.584,1,HU_012
40069,1 - 1 1/2 storey terraced,kuala langat,146.0,75.0,2023,0,1,7426.67,0,9,0,0,0,0,0,0,0,1.822,0.767,4.463,4.02,21.26,13.465,1.822,2.172,3.78,4.02,20.571,24.44,0,KU_011
63364,2 - 2 1/2 storey terraced,sepang,162.0,130.0,2024,0,0,4292.31,0,1,0,2,4,0,0,0,0,2.383,1.207,3.322,2.294,0.587,16.648,2.434,1.215,3.328,4.664,0.3,17.728,0,SE_109
57365,1 - 1 1/2 storey semi-detached,klang,261.0,200.0,2024,0,1,2575.0,0,3,0,0,0,0,0,0,0,3.711,0.873,11.291,8.258,12.591,13.572,3.733,0.306,11.364,8.363,13.057,13.61,0,KL_062
54417,detached,hulu langat,641.0,640.7,2023,0,1,4943.03,0,0,7,1,0,0,0,0,0,3.569,3.266,3.007,5.373,11.756,6.564,5.015,5.33,4.754,6.149,6.327,6.747,0,HU_027
31425,condominium/apartment,kuala lumpur,10.5,10.5,2024,15,0,30476.19,9,8,4,6,0,2,401185,357580,758765,0.147,0.755,1.537,0.326,3.766,1.295,0.785,0.785,1.065,1.888,4.923,0.785,1,KU_036
57496,1 - 1 1/2 storey semi-detached,kuala langat,227.61,92.0,2024,0,1,2391.3,1,5,0,4,0,0,0,0,0,0.802,0.592,3.857,1.902,10.978,13.465,1.079,0.57,3.989,2.207,10.135,24.44,0,KU_007
23213,condominium/apartment,petaling,94.0,94.0,2024,5,1,4787.23,2,5,11,1,2,0,0,0,0,0.428,1.248,0.766,4.764,1.514,3.33,0.333,0.651,0.708,4.051,1.527,3.512,1,PE_076
60406,2 - 2 1/2 storey terraced,gombak,374.0,213.0,2024,0,0,7042.25,1,1,2,8,0,0,0,0,0,1.044,2.108,1.279,1.076,4.326,12.255,0.96,2.039,1.192,1.192,5.258,34.968,0,GO_001
34944,condominium/apartment,kuala lumpur,13.9,13.9,2024,32,0,113165.47,8,9,6,2,1,0,0,0,0,0.539,0.607,0.696,1.172,1.39,2.891,0.848,1.369,0.463,2.212,3.791,3.76,1,KU_045
14446,condominium/apartment,petaling,79.0,79.0,2024,1,1,4556.96,2,3,3,3,0,0,0,0,0,0.101,1.102,0.655,1.012,3.842,2.565,0.056,0.925,0.714,0.967,4.692,3.008,1,PE_064
45767,2 - 2 1/2 storey terraced,kuala langat,188.0,153.3,2023,0,0,4761.9,2,2,12,0,0,0,0,0,0,1.116,1.116,0.0,7.856,2.027,13.465,1.332,1.332,0.366,8.251,3.208,24.44,0,KU_006
64140,1 - 1 1/2 storey terraced,petaling,130.06,82.0,2024,0,1,4878.05,1,1,3,1,1,0,0,0,0,0.749,2.524,2.484,0.85,3.191,5.542,0.634,2.39,2.389,0.765,0.186,7.282,0,PE_019
24344,2 - 2 1/2 storey terraced,kuala lumpur,264.0,230.0,2024,0,1,5695.65,1,6,5,5,0,0,0,0,0,0.952,0.63,0.628,0.765,1.946,2.1,1.431,1.834,1.136,1.273,2.458,2.391,1,KU_046
36740,low-cost house,klang,77.0,56.0,2024,0,0,4553.57,4,7,1,0,0,1,0,0,0,0.881,0.588,1.565,2.29,4.986,1.403,1.161,0.588,2.057,2.499,5.001,1.78,1,KL_022
9696,1 - 1 1/2 storey terraced,petaling,121.0,73.0,2023,0,1,8904.11,9,4,1,1,1,1,0,16191,16191,0.358,0.928,2.854,2.974,9.432,0.717,0.178,0.84,0.896,3.079,12.067,0.62,1,PE_061
30843,condominium/apartment,kuala lumpur,10.2,10.2,2024,10,1,51960.78,14,17,4,0,1,4,1142817,1023955,2166772,0.333,0.469,0.43,1.557,1.31,0.537,0.31,0.274,1.079,2.003,1.589,1.368,1,KU_044
38899,1 - 1 1/2 storey terraced,hulu selangor,153.0,78.0,2023,0,1,3846.15,0,2,1,25,1,0,0,0,0,2.327,1.519,1.198,0.401,1.322,21.0,2.358,1.486,0.848,0.303,1.52,28.143,0,HU_049
26893,2 - 2 1/2 storey terraced,petaling,81.0,76.64,2023,0,1,6497.91,3,6,12,0,1,0,0,0,0,0.394,1.168,0.05,3.965,0.715,2.531,0.553,1.01,0.638,3.511,0.641,2.626,1,PE_076
39114,2 - 2 1/2 storey terraced,hulu selangor,145.0,126.0,2023,0,1,2928.57,1,2,0,3,0,0,0,0,0,0.513,0.527,1.518,0.655,4.725,21.0,0.513,0.391,1.538,0.769,4.333,28.143,0,HU_041
13075,condominium/apartment,klang,69.0,69.0,2023,1,1,3115.94,5,3,2,4,0,0,0,0,0,0.272,1.202,1.233,1.794,8.456,2.654,0.126,0.886,1.042,1.049,8.551,3.155,1,KL_027
2061,2 - 2 1/2 storey semi-detached,kuala lumpur,375.0,294.0,2023,0,1,15306.12,3,4,2,0,0,0,0,0,0,0.479,0.807,0.485,2.565,4.708,3.513,0.887,0.953,0.61,2.72,3.725,3.419,1,KU_047
13525,low-cost flat,hulu langat,71.0,71.0,2024,0,1,3352.11,6,5,1,17,0,1,92135,82784,174919,0.483,1.043,1.398,1.713,3.538,3.028,0.483,1.049,1.4,1.705,3.26,2.943,1,HU_010
56046,condominium/apartment,gombak,82.0,82.0,2023,6,0,2341.46,1,0,2,8,0,0,0,0,0,1.714,2.808,1.465,1.465,5.01,12.955,1.65,2.728,0.537,0.537,5.948,35.658,0,GO_001
31636,condominium/apartment,hulu langat,107.0,107.0,2023,5,1,6214.95,3,0,14,2,2,1,102670,89785,192455,0.129,2.137,0.245,2.393,0.695,1.729,0.264,2.397,0.0,1.484,0.698,1.653,1,HU_014
3946,2 - 2 1/2 storey terraced,petaling,109.0,109.0,2024,0,1,8669.72,5,7,5,1,0,0,0,0,0,1.184,1.073,0.876,3.308,3.955,1.641,1.011,1.306,0.88,4.229,4.044,1.915,1,PE_067
30965,condominium/apartment,kuala lumpur,10.22,10.22,2025,14,0,47945.21,1,0,3,1,1,1,111856,101388,213244,0.542,2.141,2.422,3.623,3.977,4.088,6.189,6.361,6.688,6.957,7.928,6.136,1,KU_048
3707,2 - 2 1/2 storey terraced,hulu langat,158.0,121.0,2023,0,0,3553.72,6,4,2,1,0,1,184178,174973,359151,0.342,0.88,0.108,3.21,5.043,2.242,0.318,0.88,0.0,3.228,4.799,2.316,1,HU_013
18718,detached,petaling,418.05,257.0,2025,0,1,6420.23,2,8,3,0,0,2,67566,64032,131598,1.09,0.651,0.933,3.159,5.119,0.867,1.272,0.202,1.268,4.262,7.491,1.22,1,PE_072
54293,detached,gombak,297.28,156.0,2023,0,0,5576.92,5,6,0,10,0,0,0,0,0,1.142,1.296,2.285,1.01,3.444,10.519,0.797,1.058,2.079,0.815,3.924,9.809,0,GO_000
13458,flat,kuala lumpur,7.1,7.1,2023,2,0,27042.25,9,15,2,0,0,3,160441,162707,323148,0.562,0.577,1.391,2.778,2.617,1.122,1.14,1.173,2.132,3.581,2.515,2.084,1,KU_044
58530,1 - 1 1/2 storey terraced,klang,135.0,84.0,2024,0,1,4642.86,2,3,0,0,0,0,0,0,0,0.977,1.009,6.912,3.138,13.466,16.025,1.31,1.061,7.552,3.46,14.334,15.623,0,KL_059
26457,2 - 2 1/2 storey terraced,petaling,148.0,145.0,2024,0,1,6206.9,3,5,11,8,0,0,0,0,0,1.15,0.496,0.154,1.354,2.853,1.746,1.208,0.396,0.154,1.4,4.323,2.45,1,PE_066
8492,2 - 2 1/2 storey terraced,petaling,70.0,69.7,2023,0,0,8608.32,10,8,7,2,0,0,0,0,0,0.105,0.376,1.349,3.1,4.069,3.658,0.105,0.376,1.573,4.899,4.087,3.64,1,PE_074
34963,condominium/apartment,hulu langat,140.0,140.0,2023,21,0,3214.29,13,5,4,1,2,0,0,0,0,0.182,0.58,0.192,3.235,4.657,1.586,0.173,0.896,0.167,3.559,4.981,2.341,1,HU_012
49998,low-cost flat,kuala langat,57.0,57.0,2023,4,0,2105.26,3,2,0,0,0,0,0,0,0,0.471,0.581,11.517,5.353,8.306,13.465,0.458,0.534,14.46,4.7,8.057,24.44,0,KU_009
47673,1 - 1 1/2 storey terraced,hulu selangor,130.0,66.0,2024,0,0,3787.88,1,2,0,5,0,0,0,0,0,1.29,0.829,7.801,0.541,5.624,21.0,0.932,0.359,7.953,0.567,4.68,28.143,0,HU_046
21926,2 - 2 1/2 storey semi-detached,petaling,313.0,245.0,2024,0,0,5224.49,1,1,5,2,2,0,0,0,0,1.4,1.252,0.258,3.884,5.392,2.197,1.405,1.107,0.258,0.838,8.102,2.9,1,PE_062
45258,2 - 2 1/2 storey terraced,klang,111.48,111.0,2023,0,1,2522.52,6,2,1,0,0,0,0,0,0,0.321,0.672,1.433,1.482,3.666,12.206,0.606,0.53,1.988,2.152,4.213,12.217,0,KL_054
58400,1 - 1 1/2 storey terraced,klang,118.0,115.0,2024,0,0,3939.13,0,0,0,0,0,0,0,0,0,4.261,4.658,1.545,6.654,2.492,12.923,4.237,4.684,1.475,6.794,2.303,12.888,0,KL_057
1928,condominium/apartment,petaling,74.0,74.0,2024,18,0,5945.95,5,3,7,0,0,1,147147,134171,281318,0.353,1.101,0.59,3.343,1.666,0.608,0.0,1.953,1.375,3.69,2.612,1.442,1,PE_070
52872,2 - 2 1/2 storey semi-detached,petaling,430.0,372.0,2024,0,1,8602.15,2,0,4,0,1,0,0,0,0,1.869,3.659,1.406,5.762,2.825,9.558,1.697,3.492,1.827,8.283,2.286,10.389,0,PE_014
2757,2 - 2 1/2 storey terraced,gombak,111.0,85.0,2023,0,1,6564.71,4,2,2,5,1,0,0,0,0,0.103,1.54,0.594,1.563,0.582,4.915,0.344,1.631,0.559,2.206,0.708,4.482,1,GO_000
19035,low-cost house,hulu langat,78.04,63.0,2023,0,0,6746.03,7,8,2,1,0,0,0,0,0,0.451,0.224,0.626,1.415,4.597,3.208,0.589,0.182,0.626,1.568,4.64,3.216,1,HU_015
33008,condominium/apartment,kuala lumpur,11.8,11.8,2023,9,1,41949.15,7,8,5,0,1,1,139600,128514,268114,1.311,1.434,1.472,2.642,1.472,1.58,0.649,0.624,1.024,1.58,1.024,1.727,1,KU_034
23114,2 - 2 1/2 storey terraced,hulu langat,132.0,132.0,2024,0,1,6772.73,1,5,3,0,0,0,0,0,0,2.053,1.263,0.29,3.427,5.502,3.471,2.173,1.302,0.351,3.427,5.142,4.832,1,HU_011
11714,condominium/apartment,petaling,116.0,116.0,2023,5,0,3879.31,9,5,11,4,2,3,138599,131424,270023,0.292,0.637,0.411,0.852,2.552,0.524,0.306,0.358,0.358,0.796,2.709,0.781,1,PE_062
88,1 - 1 1/2 storey terraced,hulu langat,120.77,72.0,2023,0,0,8611.11,4,3,3,1,0,0,0,0,0,0.306,0.838,0.974,1.179,7.75,2.249,0.56,1.16,1.017,1.504,8.137,3.676,1,HU_012
2528,2 - 2 1/2 storey semi-detached,petaling,360.64,222.0,2024,0,1,8333.33,9,2,6,4,0,2,234328,215987,450315,0.417,0.929,0.31,1.97,4.03,1.587,0.812,0.88,0.31,2.985,4.396,3.57,1,PE_067
26018,2 - 2 1/2 storey terraced,petaling,139.0,96.0,2023,0,1,7135.42,3,5,11,8,0,0,0,0,0,1.15,0.496,0.154,1.354,2.853,1.746,1.208,0.396,0.154,1.4,4.323,2.45,1,PE_066
2008,2 - 2 1/2 storey semi-detached,klang,345.0,278.0,2023,0,1,4370.5,6,3,12,3,0,2,0,0,0,1.439,0.976,0.06,1.49,1.401,1.29,1.614,1.369,0.51,1.58,2.059,2.538,1,KL_019
549,1 - 1 1/2 storey terraced,klang,121.0,84.0,2023,0,1,4523.81,1,2,4,0,0,1,0,0,0,0.951,1.195,1.325,3.415,3.216,1.182,1.092,1.472,1.61,3.921,3.145,1.254,1,KL_023
67387,low-cost house,klang,111.48,111.0,2024,0,0,3153.15,3,6,0,1,0,0,0,0,0,0.762,0.387,5.921,2.851,12.474,14.696,0.928,0.264,6.087,3.037,12.868,13.765,0,KL_059
56314,condominium/apartment,klang,84.0,84.0,2024,7,1,5928.57,3,1,5,4,1,0,0,0,0,0.78,2.361,1.606,2.394,1.948,12.158,0.828,2.626,2.349,2.445,1.444,12.427,0,KL_070
50657,2 - 2 1/2 storey semi-detached,petaling,364.0,193.0,2023,0,1,8704.66,2,0,2,0,3,0,0,0,0,1.312,3.017,1.3,4.122,1.184,9.361,1.448,3.048,1.494,6.968,0.955,9.412,0,PE_014
18432,condominium/apartment,petaling,64.0,64.0,2025,3,1,2734.38,3,8,5,0,0,1,17455,17663,35118,0.966,0.361,1.234,3.096,5.227,0.976,1.228,0.442,1.29,4.323,6.76,0.645,1,PE_072
19655,town house,hulu langat,119.0,119.0,2023,1,0,3193.28,7,4,7,3,0,2,176194,155875,332069,0.854,1.159,0.788,2.258,6.15,0.444,1.394,1.848,1.056,2.311,6.245,1.784,1,HU_012
64298,condominium/apartment,sepang,96.0,96.0,2023,2,1,9552.08,0,0,3,0,1,0,0,0,0,1.259,4.347,6.047,9.43,0.763,33.109,3.326,5.466,3.681,9.907,4.307,35.528,0,SE_098
20118,condominium/apartment,petaling,79.0,79.0,2024,8,1,4050.63,4,2,2,0,1,1,102420,90382,192802,0.0,0.518,0.75,3.853,2.627,1.375,0.351,0.758,0.75,4.152,2.867,3.501,1,PE_076
50889,flat,hulu langat,62.0,62.0,2024,3,1,2258.06,5,2,1,2,0,0,0,0,0,1.132,1.082,2.055,3.338,3.218,5.642,1.1,1.147,2.642,4.527,3.759,6.479,0,HU_036
7329,2 - 2 1/2 storey terraced,petaling,164.0,121.0,2024,0,0,5247.93,1,4,0,0,0,0,0,0,0,1.272,0.457,1.682,1.798,4.391,3.386,1.673,0.602,2.161,2.373,3.985,1.47,1,PE_078
35142,condominium/apartment,kuala lumpur,14.3,14.3,2024,1,1,55944.06,2,5,2,0,0,1,110684,104126,214810,1.17,1.03,0.895,2.938,3.589,1.546,1.359,1.218,1.258,3.077,4.08,2.196,1,KU_029
28142,condominium/apartment,kuala lumpur,9.0,9.0,2023,11,1,33333.33,3,3,2,3,0,0,0,0,0,0.853,1.147,0.899,0.611,3.705,2.784,0.845,1.307,0.924,0.626,2.482,2.817,1,KU_030
49261,2 - 2 1/2 storey terraced,sepang,124.0,109.0,2023,0,1,4495.41,1,0,11,0,5,0,0,0,0,2.421,2.256,0.0,2.043,0.0,8.905,1.866,5.483,0.0,17.178,0.0,53.806,0,SE_107
58450,1 - 1 1/2 storey terraced,klang,164.0,125.0,2024,0,0,3848.0,0,1,5,0,0,0,0,0,0,1.856,1.22,1.144,5.348,6.465,7.988,1.814,1.11,0.747,5.776,5.984,7.755,0,KL_067
56294,condominium/apartment,gombak,84.0,84.0,2024,5,0,2392.86,1,1,2,2,1,0,0,0,0,1.04,1.432,1.018,1.6,2.521,13.993,1.112,1.729,1.018,1.542,2.629,33.75,0,GO_001
32677,condominium/apartment,kuala lumpur,11.5,11.5,2023,23,1,66782.61,4,22,2,3,1,2,100793,94092,194885,0.239,0.352,1.37,1.171,1.656,0.8,0.321,0.091,2.741,2.598,2.619,1.325,1,KU_030
66085,detached,hulu selangor,483.0,160.0,2024,0,0,3625.0,0,0,0,1,0,0,0,0,0,3.702,2.732,2.451,2.205,2.696,21.0,3.732,2.644,2.222,1.641,1.641,28.143,0,HU_049
45600,2 - 2 1/2 storey terraced,kuala langat,146.0,100.0,2023,0,1,2500.0,0,1,1,5,0,0,0,0,0,3.296,1.075,1.102,0.529,7.738,13.465,3.136,1.082,1.163,0.529,6.884,24.44,0,KU_008
33753,detached,petaling,951.0,819.0,2024,0,0,8547.01,4,3,2,0,2,0,0,0,0,0.155,0.513,0.609,3.574,1.096,2.139,1.029,2.49,1.026,4.404,2.423,3.234,1,PE_071
51668,2 - 2 1/2 storey terraced,petaling,282.0,163.0,2023,0,0,5521.47,1,0,1,0,0,0,0,0,0,0.621,4.059,2.003,2.062,4.622,10.65,0.583,4.455,3.721,3.121,5.149,8.934,0,PE_014
25742,condominium/apartment,petaling,128.0,128.0,2023,8,0,2835.94,4,0,6,1,1,1,0,0,0,0.723,2.255,0.0,4.003,2.066,0.68,0.536,1.755,0.0,5.467,3.694,0.438,1,PE_071
50745,2 - 2 1/2 storey semi-detached,petaling,223.0,221.0,2023,0,1,7692.31,1,0,4,0,0,0,0,0,0,1.775,1.937,1.014,6.239,3.657,6.503,7.322,7.903,16.23,11.976,12.97,18.926,0,PE_014
22893,2 - 2 1/2 storey terraced,hulu langat,153.0,125.0,2024,0,1,4480.0,8,6,2,1,0,0,0,0,0,1.021,1.794,0.731,3.91,4.123,4.215,0.992,1.674,0.691,3.911,3.867,4.657,1,HU_016
63566,cluster house,hulu langat,268.0,208.0,2024,0,1,4639.42,1,0,2,2,0,0,0,0,0,2.146,1.757,1.504,3.958,7.645,14.862,2.552,1.968,1.998,2.296,5.466,15.375,0,HU_035
12639,low-cost flat,gombak,65.03,65.03,2024,2,1,2306.63,1,2,2,0,0,0,0,0,0,2.189,0.296,0.134,2.887,4.365,4.705,2.098,0.126,0.134,2.834,4.385,38.992,1,GO_005
8557,low-cost flat,kuala lumpur,4.9,4.9,2023,4,0,22448.98,4,2,0,5,3,0,0,0,0,0.655,1.0,2.19,2.953,1.118,4.805,0.635,1.733,6.785,2.322,1.733,6.923,1,KU_038
9393,2 - 2 1/2 storey terraced,petaling,282.0,208.0,2024,0,0,7932.69,6,9,8,2,0,0,0,0,0,0.478,0.854,0.351,2.518,4.003,3.922,0.418,0.437,0.509,3.882,4.378,3.717,1,PE_074
32946,condominium/apartment,kuala lumpur,11.7,11.7,2024,16,0,42735.04,9,5,2,1,1,0,0,0,0,0.0,0.319,1.062,3.304,1.023,1.49,0.0,0.245,1.108,2.617,2.869,3.996,1,KU_031
8034,2 - 2 1/2 storey terraced,sepang,169.0,143.07,2023,0,0,5242.19,4,0,6,3,0,1,0,10603,10603,0.288,3.382,0.249,0.788,4.662,1.187,2.602,2.822,2.625,4.186,6.034,3.207,1,SE_055
